taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,scorpio_notes,version,pangolin_version,scorpio_version,constellation_version,is_designated,qc_status,qc_notes,note
hCoV-19/USA/WI-UW-6569/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6570/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6571/2021,AY.3.1,0.0,,Delta (B.1.617.2-like),0.85,0.0,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 1; Oth alleles 1,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.11,Usher placements: AY.3.1(3/3)
hCoV-19/USA/WI-UW-6572/2021,AY.3,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: AY.3(1/1)
hCoV-19/USA/WI-UW-6857/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6858/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6859/2021,AY.44,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.44(1/1)
hCoV-19/USA/WI-UW-6860/2021,AY.47,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.47(2/2)
hCoV-19/USA/WI-UW-6861/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6862/2021,AY.3,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.3(1/1)
hCoV-19/USA/WI-UW-6863/2021,AY.44,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.44(1/1)
hCoV-19/USA/WI-UW-6864/2021,AY.44,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.44(1/1)
hCoV-19/USA/WI-UW-6865/2021,AY.44,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.44(1/1)
hCoV-19/USA/WI-UW-6866/2021,BA.1.17,0.0,,Omicron (BA.1-like),0.88,0.0,scorpio call: Alt alleles 52; Ref alleles 0; Amb alleles 3; Oth alleles 4,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: BA.1.17(1/1)
hCoV-19/USA/WI-UW-6867/2021,AY.3,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.3(1/1)
hCoV-19/USA/WI-UW-6868/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6869/2021,AY.25.1,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.25.1(1/1)
hCoV-19/USA/WI-UW-6870/2021,AY.3,0.0,,Delta (B.1.617.2-like),0.92,0.0,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 0; Oth alleles 1,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.3(1/1)
hCoV-19/USA/WI-UW-6871/2021,AY.3,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.3(1/1)
hCoV-19/USA/WI-UW-6872/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6873/2021,AY.3,0.0,,Delta (B.1.617.2-like),0.92,0.08,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.3(1/1)
hCoV-19/USA/WI-UW-6874/2021,AY.44,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.44(1/1)
hCoV-19/USA/WI-UW-6875/2021,AY.3,0.0,,Delta (B.1.617.2-like),0.92,0.0,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: AY.3(1/1)
hCoV-19/USA/WI-UW-6876/2021,AY.25,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.25(1/1)
hCoV-19/USA/WI-UW-6877/2021,BA.1.15,0.0,,Omicron (BA.1-like),0.83,0.0,scorpio call: Alt alleles 49; Ref alleles 0; Amb alleles 7; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.06,Usher placements: BA.1.15(5/5)
hCoV-19/USA/WI-UW-6878/2021,AY.120,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.120(1/1)
hCoV-19/USA/WI-UW-6879/2021,AY.103,0.0,,Delta (B.1.617.2-like),0.92,0.0,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: AY.103(3/3)
hCoV-19/USA/WI-UW-6880/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6881/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6882/2021,AY.3,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.3(1/1)
hCoV-19/USA/WI-UW-6883/2021,AY.44,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.44(1/1)
hCoV-19/USA/WI-UW-6884/2021,AY.47,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.47(1/1)
hCoV-19/USA/WI-UW-6885/2021,AY.103,0.0,,Delta (B.1.617.2-like),0.92,0.0,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: AY.103(3/3)
hCoV-19/USA/WI-UW-6886/2021,AY.44,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.44(1/1)
hCoV-19/USA/WI-UW-6887/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6888/2021,AY.3,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.3(1/1)
hCoV-19/USA/WI-UW-6889/2021,BA.1.15,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: BA.1.15(3/3)
hCoV-19/USA/WI-UW-6890/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6891/2021,AY.25,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.25(2/2)
hCoV-19/USA/WI-UW-6892/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6893/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(2/2)
hCoV-19/USA/WI-UW-6894/2021,AY.39,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.39(1/1)
hCoV-19/USA/WI-UW-6895/2021,AY.103,0.0,,Delta (B.1.617.2-like),0.92,0.0,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: AY.103(3/3)
hCoV-19/USA/WI-UW-6896/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6897/2021,AY.3,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.3(1/1)
hCoV-19/USA/WI-UW-6898/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(2/2)
hCoV-19/USA/WI-UW-6899/2021,AY.119,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.119(1/1)
hCoV-19/USA/WI-UW-6900/2021,AY.100,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.100(1/1)
hCoV-19/USA/WI-UW-6901/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6902/2021,AY.44,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.44(1/1)
hCoV-19/USA/WI-UW-6903/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: AY.103(3/3)
hCoV-19/USA/WI-UW-6904/2021,AY.25,0.0,,Delta (B.1.617.2-like),0.92,0.0,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: AY.25(1/1)
hCoV-19/USA/WI-UW-6905/2021,AY.44,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.44(1/1)
hCoV-19/USA/WI-UW-6906/2021,AY.44,0.0,,Delta (B.1.617.2-like),0.92,0.0,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 0; Oth alleles 1,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.44(1/1)
hCoV-19/USA/WI-UW-6907/2021,AY.44,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.44(1/1)
hCoV-19/USA/WI-UW-6908/2021,AY.43,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.43(1/1)
hCoV-19/USA/WI-UW-6909/2021,AY.3,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.3(1/1)
hCoV-19/USA/WI-UW-6910/2021,AY.118,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.118(1/1)
hCoV-19/USA/WI-UW-6911/2021,AY.119,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.119(1/1)
hCoV-19/USA/WI-UW-6912/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6913/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6914/2021,AY.44,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.44(1/1)
hCoV-19/USA/WI-UW-6915/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6916/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6917/2021,AY.44,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.44(1/1)
hCoV-19/USA/WI-UW-6918/2021,AY.39.1,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.39.1(1/1)
hCoV-19/USA/WI-UW-6919/2021,AY.39,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.39(1/1)
hCoV-19/USA/WI-UW-6920/2021,AY.39,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.39(1/1)
hCoV-19/USA/WI-UW-6921/2021,BA.1.20,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: BA.1.20(1/1)
hCoV-19/USA/WI-UW-6922/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6923/2021,AY.100,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.100(1/1)
hCoV-19/USA/WI-UW-6924/2021,AY.3,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.3(1/1)
hCoV-19/USA/WI-UW-6925/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6926/2021,AY.44,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.44(1/1)
hCoV-19/USA/WI-UW-6927/2021,AY.43,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.43(1/1)
hCoV-19/USA/WI-UW-6928/2021,AY.100,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.100(1/1)
hCoV-19/USA/WI-UW-6929/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(2/2)
hCoV-19/USA/WI-UW-6930/2021,AY.43,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.43(1/1)
hCoV-19/USA/WI-UW-6761/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6762/2021,AY.39,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.39(1/1)
hCoV-19/USA/WI-UW-6769/2021,AY.44,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.44(1/1)
hCoV-19/USA/WI-UW-6764/2021,AY.44,0.0,,Delta (B.1.617.2-like),0.77,0.0,scorpio call: Alt alleles 10; Ref alleles 0; Amb alleles 3; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.1,Usher placements: AY.44(2/2)
hCoV-19/USA/WI-UW-6765/2021,AY.103,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.103(1/1)
hCoV-19/USA/WI-UW-6766/2021,AY.100,0.0,,Delta (B.1.617.2-like),0.85,0.0,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: AY.100(1/1)
hCoV-19/USA/WI-UW-6767/2021,AY.44,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.44(1/1)
hCoV-19/USA/WI-UW-6768/2021,AY.3,0.0,,Delta (B.1.617.2-like),1.0,0.0,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: AY.3(1/1)
